,director_name,director_facebook_likes,actor_name,actor_facbook_likes,movie_title,title_year,movie_facebook_likes,num_voted_users,cast_total_facebook_likes,movie_imdb_link,language,country,content_rating,imdb_score,aspect_ratio,Release.Date.new,release.year.new,budget.adjusted,domestic.gross.adjusted,worldwide.new.adjusted,genreLabelName
9933,David F. Sandberg,26,Billy Burke,2000,LightsOut,2016,0,13523,3344,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,English,USA,PG-13,6.9,2.35,2016-07-22 00:00:00,2016,5160000,69421437.72,153632637.7,Horror
9934,David F. Sandberg,26,Amiah Miller,509,LightsOut,2016,0,13523,3344,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,English,USA,PG-13,6.9,2.35,2016-07-22 00:00:00,2016,5160000,69421437.72,153632637.7,Horror
9935,David F. Sandberg,26,Gabriel Bateman,300,LightsOut,2016,0,13523,3344,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,English,USA,PG-13,6.9,2.35,2016-07-22 00:00:00,2016,5160000,69421437.72,153632637.7,Horror
9936,Henry Joost,24,Johanna Braddy,581,ParanormalActivity,2011,24000,76828,2371,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,English,USA,R,5.8,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9937,Henry Joost,24,Sprague Grayden,438,ParanormalActivity,2011,24000,76828,2371,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,English,USA,R,5.8,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9938,Henry Joost,24,Christopher Nicholas Smith,434,ParanormalActivity,2011,24000,76828,2371,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,English,USA,R,5.8,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9939,Stiles White,10,Lin Shaye,852,Ouija,2014,18000,31915,5056,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,English,USA,PG-13,4.4,2.35,2014-10-24 00:00:00,2014,5495523.84,55896083.07,113958855.6,Horror
9940,Stiles White,10,Shelley Hennig,707,Ouija,2014,18000,31915,5056,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,English,USA,PG-13,4.4,2.35,2014-10-24 00:00:00,2014,5495523.84,55896083.07,113958855.6,Horror
9941,Stiles White,10,Daren Kagasoff,704,Ouija,2014,18000,31915,5056,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,English,USA,PG-13,4.4,2.35,2014-10-24 00:00:00,2014,5495523.84,55896083.07,113958855.6,Horror
9942,Henry Joost,24,Matt Shively,235,ParanormalActivity,2012,26000,51204,799,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,R,4.6,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9943,Henry Joost,24,Brendon Eggertsen,119,ParanormalActivity,2012,26000,51204,799,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,R,4.6,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9944,Henry Joost,24,Alisha Boe,113,ParanormalActivity,2012,26000,51204,799,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,R,4.6,1.85,2011-10-21 00:00:00,2011,6040156.455,125670054,244086812.7,Horror
9945,Henry Koster,28,Richard Burton,726,TheRobe,1953,0,6359,1920,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,USA,Unrated,6.8,2.2,1953-09-16 00:00:00,1953,37537956.87,270273289.5,270273289.5,Romance Drama
9946,Henry Koster,28,Jean Simmons,422,TheRobe,1953,0,6359,1920,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,USA,Unrated,6.8,2.2,1953-09-16 00:00:00,1953,37537956.87,270273289.5,270273289.5,Romance Drama
9947,Henry Koster,28,Victor Mature,275,TheRobe,1953,0,6359,1920,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,USA,Unrated,6.8,2.2,1953-09-16 00:00:00,1953,37537956.87,270273289.5,270273289.5,Romance Drama
9948,Blake Edwards,688,Burt Kwouk,462,TheReturnofthePinkPanther,1975,620,19596,971,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,UK,G,7.1,2.35,1975-05-16 00:00:00,1975,18772291.55,157061557.3,157061557.3,Comedy
9949,Blake Edwards,688,Herbert Lom,278,TheReturnofthePinkPanther,1975,620,19596,971,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,UK,G,7.1,2.35,1975-05-16 00:00:00,1975,18772291.55,157061557.3,157061557.3,Comedy
9950,Blake Edwards,688,Catherine Schell,80,TheReturnofthePinkPanther,1975,620,19596,971,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,UK,G,7.1,2.35,1975-05-16 00:00:00,1975,18772291.55,157061557.3,157061557.3,Comedy
9951,Rachel Talalay,54,Johnny Depp,40000,FreddysDeadTheFinalNightmare,1991,963,30765,42002,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,English,USA,R,4.9,1.85,1991-09-13 00:00:00,1991,11340759.33,79095066.69,79095066.69,Horror
9952,Rachel Talalay,54,Tom Arnold,618,FreddysDeadTheFinalNightmare,1991,963,30765,42002,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,English,USA,R,4.9,1.85,1991-09-13 00:00:00,1991,11340759.33,79095066.69,79095066.69,Horror
9953,Rachel Talalay,54,Yaphet Kotto,581,FreddysDeadTheFinalNightmare,1991,963,30765,42002,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,English,USA,R,4.9,1.85,1991-09-13 00:00:00,1991,11340759.33,79095066.69,79095066.69,Horror
9954,Patty Jenkins,260,Charlize Theron,9000,Monster,2003,0,105568,11736,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,2003-12-24 00:00:00,2003,7771158.491,53573138.8,99845107.89,Thriller Drama
9955,Patty Jenkins,260,Bruce Dern,844,Monster,2003,0,105568,11736,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,2003-12-24 00:00:00,2003,7771158.491,53573138.8,99845107.89,Thriller Drama
9956,Patty Jenkins,260,Pruitt Taylor Vince,592,Monster,2003,0,105568,11736,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,2003-12-24 00:00:00,2003,7771158.491,53573138.8,99845107.89,Thriller Drama
9957,Richard Fleischer,130,James Mason,617,LeaguesUndertheSea,1954,0,22123,799,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,7.2,1.37,1954-12-23 00:00:00,1954,36373989.21,205149299.2,205149299.2,Family
9958,Richard Fleischer,130,Robert J. Wilke,53,LeaguesUndertheSea,1954,0,22123,799,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,7.2,1.37,1954-12-23 00:00:00,1954,36373989.21,205149299.2,205149299.2,Family
9959,Richard Fleischer,130,Paul Lukas,51,LeaguesUndertheSea,1954,0,22123,799,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,Approved,7.2,1.37,1954-12-23 00:00:00,1954,36373989.21,205149299.2,205149299.2,Family
9960,Christopher Landon,52,Richard Cabral,510,ParanormalActivityTheMarkedOnes,2014,10000,31791,2161,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,English,USA,R,5,1.78,2014-01-03 00:00:00,2014,5495523.84,35679547.85,94921294.84,Thriller Horror
9961,Christopher Landon,52,Gloria Sandoval,358,ParanormalActivityTheMarkedOnes,2014,10000,31791,2161,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,English,USA,R,5,1.78,2014-01-03 00:00:00,2014,5495523.84,35679547.85,94921294.84,Thriller Horror
9962,Christopher Landon,52,Molly Ephraim,332,ParanormalActivityTheMarkedOnes,2014,10000,31791,2161,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,English,USA,R,5,1.78,2014-01-03 00:00:00,2014,5495523.84,35679547.85,94921294.84,Thriller Horror
9963,David Lynch,0,Anthony Hopkins,12000,TheElephantMan,1980,9000,161972,13864,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,English,USA,PG,8.2,2.35,1980-10-03 00:00:00,1980,16036840.29,83426414.35,83426414.35,Romance Drama
9964,David Lynch,0,Anne Bancroft,754,TheElephantMan,1980,9000,161972,13864,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,English,USA,PG,8.2,2.35,1980-10-03 00:00:00,1980,16036840.29,83426414.35,83426414.35,Romance Drama
9965,David Lynch,0,Dexter Fletcher,452,TheElephantMan,1980,9000,161972,13864,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,English,USA,PG,8.2,2.35,1980-10-03 00:00:00,1980,16036840.29,83426414.35,83426414.35,Romance Drama
9966,Jean-Marc Vall̩e,212,Matthew McConaughey,11000,DallasBuyersClub,2013,65000,326494,17738,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2013-11-01 00:00:00,2013,5671380.603,30963792.81,68750568.41,Romance Drama
9967,Jean-Marc Vall̩e,212,Jennifer Garner,3000,DallasBuyersClub,2013,65000,326494,17738,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2013-11-01 00:00:00,2013,5671380.603,30963792.81,68750568.41,Romance Drama
9968,Jean-Marc Vall̩e,212,Denis O'Hare,896,DallasBuyersClub,2013,65000,326494,17738,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2013-11-01 00:00:00,2013,5671380.603,30963792.81,68750568.41,Romance Drama
9969,David Gelb,26,Olivia Wilde,10000,TheLazarusEffect,2015,0,28513,11771,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,English,USA,PG-13,5.2,2.35,2015-02-27 00:00:00,2015,5325120,27479291.29,37639880.11,Thriller Horror
9970,David Gelb,26,Mark Duplass,830,TheLazarusEffect,2015,0,28513,11771,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,English,USA,PG-13,5.2,2.35,2015-02-27 00:00:00,2015,5325120,27479291.29,37639880.11,Thriller Horror
9971,David Gelb,26,Donald Glover,801,TheLazarusEffect,2015,0,28513,11771,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,English,USA,PG-13,5.2,2.35,2015-02-27 00:00:00,2015,5325120,27479291.29,37639880.11,Thriller Horror
9972,Christopher Nolan,22000,Callum Rennie,716,Memento,2000,40000,845580,1997,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,English,USA,R,8.5,2.35,2001-03-16 00:00:00,2001,8276470.301,42284266.61,65753404.86,Thriller Drama
9973,Christopher Nolan,22000,Thomas Lennon,651,Memento,2000,40000,845580,1997,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,English,USA,R,8.5,2.35,2001-03-16 00:00:00,2001,8276470.301,42284266.61,65753404.86,Thriller Drama
9974,Christopher Nolan,22000,Jorja Fox,379,Memento,2000,40000,845580,1997,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,English,USA,R,8.5,2.35,2001-03-16 00:00:00,2001,8276470.301,42284266.61,65753404.86,Thriller Drama
9975,Mike Flanagan,59,James Lafferty,972,Oculus,2013,23000,85688,2071,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,R,6.5,2.35,2014-04-11 00:00:00,2014,5495523.84,30439976.93,48487552,Thriller Horror
9976,Mike Flanagan,59,Rory Cochrane,407,Oculus,2013,23000,85688,2071,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,R,6.5,2.35,2014-04-11 00:00:00,2014,5495523.84,30439976.93,48487552,Thriller Horror
9977,Mike Flanagan,59,Garrett Ryan,202,Oculus,2013,23000,85688,2071,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,R,6.5,2.35,2014-04-11 00:00:00,2014,5495523.84,30439976.93,48487552,Thriller Horror
9978,Kevin Smith,0,Ethan Suplee,1000,ClerksII,2006,0,114797,2990,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,English,USA,R,7.4,1.85,2006-07-21 00:00:00,2006,7070443.799,34147511.53,38664362.74,Comedy
9979,Kevin Smith,0,Jason Mewes,898,ClerksII,2006,0,114797,2990,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,English,USA,R,7.4,1.85,2006-07-21 00:00:00,2006,7070443.799,34147511.53,38664362.74,Comedy
9980,Kevin Smith,0,Brian O'Halloran,657,ClerksII,2006,0,114797,2990,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,English,USA,R,7.4,1.85,2006-07-21 00:00:00,2006,7070443.799,34147511.53,38664362.74,Comedy
9981,Stephen Daldry,335,Julie Walters,838,BillyElliot,2000,0,98354,1122,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,English,UK,R,7.7,1.85,2000-10-13 00:00:00,2000,8541317.351,37573704.3,186671165.5,Romance Drama
9982,Stephen Daldry,335,Gary Lewis,203,BillyElliot,2000,0,98354,1122,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,English,UK,R,7.7,1.85,2000-10-13 00:00:00,2000,8541317.351,37573704.3,186671165.5,Romance Drama
9983,Stephen Daldry,335,Jamie Draven,34,BillyElliot,2000,0,98354,1122,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,English,UK,R,7.7,1.85,2000-10-13 00:00:00,2000,8541317.351,37573704.3,186671165.5,Romance Drama
9984,Nat Faxon,214,Steve Carell,7000,TheWayWayBack,2013,22000,115813,8375,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,English,USA,PG-13,7.4,1.85,2013-07-05 00:00:00,2013,5671380.603,24389987.8,30459635.43,Romance Drama
9985,Nat Faxon,214,Liam James,468,TheWayWayBack,2013,22000,115813,8375,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,English,USA,PG-13,7.4,1.85,2013-07-05 00:00:00,2013,5671380.603,24389987.8,30459635.43,Romance Drama
9986,Nat Faxon,214,Jim Rash,424,TheWayWayBack,2013,22000,115813,8375,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,English,USA,PG-13,7.4,1.85,2013-07-05 00:00:00,2013,5671380.603,24389987.8,30459635.43,Romance Drama
9987,George Jackson,0,William Schallert,901,HouseParty,1991,232,3571,2523,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,1991-10-23 00:00:00,1991,11340759.33,44089783.03,44089783.03,Romance Drama
9988,George Jackson,0,Tisha Campbell-Martin,413,HouseParty,1991,232,3571,2523,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,1991-10-23 00:00:00,1991,11340759.33,44089783.03,44089783.03,Romance Drama
9989,George Jackson,0,Helen Martin,287,HouseParty,1991,232,3571,2523,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,1991-10-23 00:00:00,1991,11340759.33,44089783.03,44089783.03,Romance Drama
9990,Maurice Joyce,0,Frank Welker,2000,DougsstMovie,1999,122,2448,2908,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,English,USA,G,5,1.33,1999-03-26 00:00:00,1999,8814639.506,34238300.52,34238300.52,Animation
9991,Maurice Joyce,0,Constance Shulman,804,DougsstMovie,1999,122,2448,2908,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,English,USA,G,5,1.33,1999-03-26 00:00:00,1999,8814639.506,34238300.52,34238300.52,Animation
9992,Maurice Joyce,0,Alice Playten,73,DougsstMovie,1999,122,2448,2908,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,English,USA,G,5,1.33,1999-03-26 00:00:00,1999,8814639.506,34238300.52,34238300.52,Animation
9993,Robert Duvall,3000,John Beasley,205,TheApostle,1997,1000,11622,428,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,1997-12-17 00:00:00,1997,9387802.625,38928372.98,39950301.01,Romance Drama
9994,Robert Duvall,3000,Todd Allen,130,TheApostle,1997,1000,11622,428,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,1997-12-17 00:00:00,1997,9387802.625,38928372.98,39950301.01,Romance Drama
9995,Robert Duvall,3000,June Carter Cash,77,TheApostle,1997,1000,11622,428,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,1997-12-17 00:00:00,1997,9387802.625,38928372.98,39950301.01,Romance Drama
9996,Frank Perry,24,Faye Dunaway,977,MommieDearest,1981,0,10564,2014,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,English,USA,R,6.7,1.85,1981-09-18 00:00:00,1981,15539573.92,59149834.19,77797322.9,Romance Drama
9997,Frank Perry,24,Xander Berkeley,485,MommieDearest,1981,0,10564,2014,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,English,USA,R,6.7,1.85,1981-09-18 00:00:00,1981,15539573.92,59149834.19,77797322.9,Romance Drama
9998,Frank Perry,24,Diana Scarwid,157,MommieDearest,1981,0,10564,2014,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,English,USA,R,6.7,1.85,1981-09-18 00:00:00,1981,15539573.92,59149834.19,77797322.9,Romance Drama
9999,Jesse Peretz,37,Zooey Deschanel,11000,OurIdiotBrother,2011,11000,74875,15710,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2011-08-26 00:00:00,2011,6040156.455,29977091.12,31241198.02,Romance Drama
10000,Jesse Peretz,37,Adam Scott,3000,OurIdiotBrother,2011,11000,74875,15710,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2011-08-26 00:00:00,2011,6040156.455,29977091.12,31241198.02,Romance Drama
10001,Jesse Peretz,37,Steve Coogan,1000,OurIdiotBrother,2011,11000,74875,15710,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2011-08-26 00:00:00,2011,6040156.455,29977091.12,31241198.02,Romance Drama
10002,Stephen Hopkins,81,William Hurt,882,Race,2016,0,11744,2410,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,English,Canada,PG-13,7.1,2.35,2016-02-19 00:00:00,2016,5160000,19726877.11,22887825,Romance Drama
10003,Stephen Hopkins,81,Tony Curran,845,Race,2016,0,11744,2410,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,English,Canada,PG-13,7.1,2.35,2016-02-19 00:00:00,2016,5160000,19726877.11,22887825,Romance Drama
10004,Stephen Hopkins,81,David Kross,388,Race,2016,0,11744,2410,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,English,Canada,PG-13,7.1,2.35,2016-02-19 00:00:00,2016,5160000,19726877.11,22887825,Romance Drama
10005,Ice Cube,0,Bernie Mac,1000,ThePlayersClub,1998,575,4345,2868,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,English,USA,R,5.6,1.85,1998-04-08 00:00:00,1998,9096707.97,41932074.08,41932074.08,Romance Drama
10006,Ice Cube,0,Monica Calhoun,597,ThePlayersClub,1998,575,4345,2868,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,English,USA,R,5.6,1.85,1998-04-08 00:00:00,1998,9096707.97,41932074.08,41932074.08,Romance Drama
10007,Ice Cube,0,Chrystale Wilson,498,ThePlayersClub,1998,575,4345,2868,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,English,USA,R,5.6,1.85,1998-04-08 00:00:00,1998,9096707.97,41932074.08,41932074.08,Romance Drama
10008,John Erick Dowdle,66,Ben Feldman,1000,AsAboveSoBelow,2014,14000,49948,1410,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,English,USA,R,6.1,1.85,2014-08-29 00:00:00,2014,5495523.84,23325547.6,45969030.36,Thriller Horror
10009,John Erick Dowdle,66,Edwin Hodge,200,AsAboveSoBelow,2014,14000,49948,1410,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,English,USA,R,6.1,1.85,2014-08-29 00:00:00,2014,5495523.84,23325547.6,45969030.36,Thriller Horror
10010,John Erick Dowdle,66,Perdita Weeks,161,AsAboveSoBelow,2014,14000,49948,1410,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,English,USA,R,6.1,1.85,2014-08-29 00:00:00,2014,5495523.84,23325547.6,45969030.36,Thriller Horror
10011,Bille Woodruff,23,Boris Kodjoe,1000,Addicted,2014,0,5975,2840,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Spanish,USA,R,5.2,1.85,2014-10-10 00:00:00,2014,5495523.84,19114278.23,19233500.32,Thriller Drama
10012,Bille Woodruff,23,Cameron Mills,694,Addicted,2014,0,5975,2840,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Spanish,USA,R,5.2,1.85,2014-10-10 00:00:00,2014,5495523.84,19114278.23,19233500.32,Thriller Drama
10013,Bille Woodruff,23,Sharon Leal,467,Addicted,2014,0,5975,2840,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Spanish,USA,R,5.2,1.85,2014-10-10 00:00:00,2014,5495523.84,19114278.23,19233500.32,Thriller Drama
10014,Kasi Lemmons,148,Jurnee Smollett-Bell,2000,EvesBayou,1997,599,6915,3843,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1997-11-07 00:00:00,1997,9387802.625,27869428.84,27869428.84,Romance Drama
10015,Kasi Lemmons,148,Lynn Whitfield,434,EvesBayou,1997,599,6915,3843,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1997-11-07 00:00:00,1997,9387802.625,27869428.84,27869428.84,Romance Drama
10016,Kasi Lemmons,148,Diahann Carroll,426,EvesBayou,1997,599,6915,3843,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1997-11-07 00:00:00,1997,9387802.625,27869428.84,27869428.84,Romance Drama
10017,Richard Glatzer,25,Kristen Stewart,17000,StillAlice,2014,45000,86077,19673,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,1.85,2015-01-16 00:00:00,2015,5325120,19869513.75,44411087.57,Romance Drama
10018,Richard Glatzer,25,Hunter Parrish,2000,StillAlice,2014,45000,86077,19673,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,1.85,2015-01-16 00:00:00,2015,5325120,19869513.75,44411087.57,Romance Drama
10019,Richard Glatzer,25,Seth Gilliam,423,StillAlice,2014,45000,86077,19673,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,1.85,2015-01-16 00:00:00,2015,5325120,19869513.75,44411087.57,Romance Drama
10020,Michael Curtiz,345,Gene Tierney,535,TheEgyptian,1954,376,2498,2112,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,English,USA,Approved,6.6,2.55,1954-01-01 00:00:00,1954,36373989.21,109121967.6,109121967.6,Romance Drama
10021,Michael Curtiz,345,Peter Ustinov,440,TheEgyptian,1954,376,2498,2112,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,English,USA,Approved,6.6,2.55,1954-01-01 00:00:00,1954,36373989.21,109121967.6,109121967.6,Romance Drama
10022,Michael Curtiz,345,Jean Simmons,422,TheEgyptian,1954,376,2498,2112,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,English,USA,Approved,6.6,2.55,1954-01-01 00:00:00,1954,36373989.21,109121967.6,109121967.6,Romance Drama
10023,Bruce Malmuth,6,Sylvester Stallone,13000,Nighthawks,1981,0,12519,14306,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,1981-04-10 00:00:00,1981,15539573.92,45375555.86,60915129.78,Thriller Action
10024,Bruce Malmuth,6,Lindsay Wagner,970,Nighthawks,1981,0,12519,14306,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,1981-04-10 00:00:00,1981,15539573.92,45375555.86,60915129.78,Thriller Action
10025,Bruce Malmuth,6,Persis Khambatta,142,Nighthawks,1981,0,12519,14306,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,1981-04-10 00:00:00,1981,15539573.92,45375555.86,60915129.78,Thriller Action
10026,Rob Hedden,6,Kane Hodder,935,FridaythethPartVIIIJasonTakesManhattan,1989,1000,22961,1327,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,English,USA,R,4.5,1.85,1989-07-28 00:00:00,1989,12078180.86,34649827.28,34649827.28,Thriller Horror
10027,Rob Hedden,6,Peter Mark Richman,120,FridaythethPartVIIIJasonTakesManhattan,1989,1000,22961,1327,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,English,USA,R,4.5,1.85,1989-07-28 00:00:00,1989,12078180.86,34649827.28,34649827.28,Thriller Horror
10028,Rob Hedden,6,Scott Reeves,65,FridaythethPartVIIIJasonTakesManhattan,1989,1000,22961,1327,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,English,USA,R,4.5,1.85,1989-07-28 00:00:00,1989,12078180.86,34649827.28,34649827.28,Thriller Horror
10029,Joel Zwick,38,Nia Vardalos,567,MyBigFatGreekWedding,2002,5000,102071,1495,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,English,USA,PG,6.6,1.85,2016-03-25 00:00:00,2016,18576000,61599672.36,94584738.1,Comedy
10030,Joel Zwick,38,Louis Mandylor,312,MyBigFatGreekWedding,2002,5000,102071,1495,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,English,USA,PG,6.6,1.85,2016-03-25 00:00:00,2016,18576000,61599672.36,94584738.1,Comedy
10031,Joel Zwick,38,Lainie Kazan,249,MyBigFatGreekWedding,2002,5000,102071,1495,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,English,USA,PG,6.6,1.85,2016-03-25 00:00:00,2016,18576000,61599672.36,94584738.1,Comedy
10032,Harmony Korine,520,James Franco,11000,SpringBreakers,2012,25000,108683,12306,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,English,USA,R,5.3,2.35,2013-03-15 00:00:00,2013,5671380.603,16020840.33,35331851.58,Romance Drama
10033,Harmony Korine,520,Heather Morris,892,SpringBreakers,2012,25000,108683,12306,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,English,USA,R,5.3,2.35,2013-03-15 00:00:00,2013,5671380.603,16020840.33,35331851.58,Romance Drama
10034,Harmony Korine,520,Rachel Korine,192,SpringBreakers,2012,25000,108683,12306,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,English,USA,R,5.3,2.35,2013-03-15 00:00:00,2013,5671380.603,16020840.33,35331851.58,Romance Drama
10035,Joe Chappelle,13,Donald Pleasence,742,HalloweenTheCurseofMichaelMyers,1995,0,20815,1227,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,English,USA,R,4.9,1.85,1995-09-29 00:00:00,1995,9998235.103,30248556.5,30248556.5,Thriller Horror
